shipment_mode,total_cost
Ocean,13936.5
Air,25901.19147
Air,23049.45
Air,26382
Ocean,29299.2
Air,9408.15
Air,91053.06
Air,13111.5
Air,13553.2
Air,137460
Air,20886.8
Air,36725.4
Air,22465
Air,176503.2
Air,25746
Air,55704
Air,55710
Air,21225.15
Ocean,13399.095
Air,10339.65
Ocean,88477.7
Air,100733.4
Ocean,109076.25
Air,135928.15
Air,93314.25
Air,27565.9
Ocean,70720
Air,26824.75
Air,3507.2
Air,20334.5241
Ocean,5029.6064
Ocean,79682.7
Air,20052.55
Air,187868.48
Air,45930
Air,50516.55
Ocean,88477.7
Ocean,2614.996358
Air,40402.38
Ocean,42497.95
Air,184936.8
Air,8721
Air,76941
Air,10142.985
Air,32940
Air,151869.8
Ocean,25635
Air,132061.14
Ocean,200043
Air,131106.5073
Air,93770.33181
Air,7319.8755
Air,65279.1078
Air,49932.18676
Ocean,30991.5
Ocean,70363.8
Air,70614.98983
Air,20040.39937
Ocean,81214.5
Air,100453.5423
Ocean,81214.5
Air,180642
Air,181290.5427
Air,36269.10353
Ocean,17496.75
Air,17438.79598
Air,25622
Ocean,44086.5
Air,55779.1366
Ocean,18542.25
Ocean,135450
Ocean,136443.6
Air,135755.9001
Ocean,50462
Ocean,131476.8
Air,131259.3632
Air,199140.9
Ocean,74368
Air,70686
Ocean,11070
Ocean,50069.6
Air,17572
Air,138078.42
Ocean,35250.6
Ocean,9291
Air,37093.95
Air,15574.23
Air,55714.45
Air,5011.82
Air,31976
Air,38959.2
Air,10023.64
Air,7300
Air,30316.6383
Ocean,31710
Ocean,100564.8
Air,17570.55
Air,93570
Air,49858.58
Air,30544.8
Ocean,2063.33
Air,117928.71
Ocean,22100
Air,55427.99393
Air,1330.955
Ocean,70975.8
Air,9069
Ocean,5035.8
Air,10312.38
Air,25587.63
Ocean,12477.6
Ocean,2563.68
Air,93760
Air,46465
Air,50480.4
Ocean,70975.8
Air,3012.655
Air,10519.2
Ocean,124658.4885
Air,5456.098736
Ocean,100600.65
Ocean,102638.69
Air,27745.97
Air,71258.76
Air,26647.85
Air,86385.22
Ocean,60047.66
Air,18610.075
Air,8140.55
Air,27453
Air,10379.575
Ocean,8431.893
Air,91546
Air,22419.6
Air,18658.915
Air,71195.88
Air,17868
Ocean,135690.6
Air,43925
Air,30134.72
Ocean,61090.802
Air,25050.48
Air,2820.318
Air,5560.75
Ocean,30134.72
Air,104184
Air,45905
Air,15363.3
Air,7424.8
Air,30152.32
Air,8361.437944
Air,10346.55
Ocean,30134.72
Ocean,26626.5
Air,22628.895
Air,10488.535
Air,41309.35
Air,9471
Ocean,10794
Air,131185.6
Air,30127.68
Air,18312
Air,11097.965
Air,5091.81
Air,35972
Air,34704
Ocean,18972.75
Ocean,27030
Ocean,20136.5
Air,5469.703905
Air,42531.72237
Air,48688.5
Ocean,5526.6
Air,34264
Air,47060.95
Air,50736
Air,5019.76215
Air,17550.05
Ocean,83491.2
Air,93200
Air,45805
Air,32926.25
Air,63626.5
Air,132256.92
Air,15724.8
Ocean,50069.6
Air,91102
Air,25538.15
Air,25768.25
Air,183687.28
Air,32883.65
Air,61364.25
Air,69104
Air,34268
Air,136428.54
Air,43783.5
Air,60897.9
Air,40695.6
Air,91475.58
Air,2036.64
Air,43354.25
Air,18193.75
Air,46444.85
Air,138628.93
Ocean,45424.75
Air,15660
Ocean,77780.1
Air,10808.85
Air,101637.05
Ocean,136067.1
Ocean,131762.75
Ocean,9531.5
Ocean,77780.1
Ocean,90750
Air,92096.8935
Air,39409.5
Air,20508.6
Air,17794.70083
Air,5425.55
Air,9496.30095
Air,139970.16
Ocean,41355.3
Ocean,21662.5
Ocean,15051.68
Ocean,77780.1
Ocean,18099.54
Air,45875
Ocean,70533.1
Air,34042.68
Ocean,57902
Air,50498.75
Ocean,59852.562
Air,105086.25
Air,37341
Ocean,70533.1
Ocean,96217.5277
Air,5120.5
Air,39891.1
Air,10797.5
Ocean,77780.1
Air,176181.92
Ocean,55771.7055
Air,1241.865
Air,27780
Air,171603.68
Ocean,84881.8152
Air,93180
Air,5835.65
Air,20920.8
Ocean,13156.5
Air,25545.71
Air,93340
Air,20586.21
Air,16530.73
Ocean,25455.85
Air,91535.94
Ocean,77780.1
Air,11312.5
Ocean,77780.1
Ocean,136669.5
Air,10440
Air,25818.15
Ocean,70700.7
Air,8482
Ocean,10527
Ocean,70700.7
Ocean,15714
Air,5014.44
Ocean,21993.93
Air,70583.16
Air,15595.58
Air,103200.86
Air,35526.6
Air,31044.75
Ocean,85750
Ocean,8466
Ocean,105723.75
Air,40015.68
Air,70686
Air,78780.075
Air,23319.465
Air,35537.99
Ocean,41177.5
Ocean,50485
Ocean,35483.25
Air,36544
Ocean,9528.75
Air,49501.8
Air,23095.35
Air,30763.05
Air,13320.18
Ocean,21232.25
Ocean,28478.4032
Ocean,91860
Air,20324.52
Air,50979.95
Ocean,26058.63
Air,34356
Ocean,92800
Air,10082.6
Ocean,54298.75
Ocean,24880.5
Air,40611.179
Air,92069.12
Ocean,9271
Air,18340
Ocean,130293.15
Air,26523
Air,36564.60786
Ocean,7470.1406
Air,100901.748
Ocean,13150.5
Air,10404.05
Air,10118.9
Air,12508.61
Ocean,16164
Ocean,130293.15
Air,13911
Air,10078.2
Air,20061.44
Air,13038.4
Ocean,17023.5
Air,130500
Air,44137
Ocean,50041.6
Air,34604
Air,5508.09
Ocean,15001.264
Ocean,9271
Air,45990
Air,26050.7
Air,101044.125
Air,9152
Air,36372
Ocean,17824.75
Air,15062.85
Air,45545.95
Ocean,88226.2
Ocean,10868.75
Air,88256.38
Air,2508.47
Ocean,20000.39143
Ocean,25015.68
Air,20405.25
Ocean,2791.55
Ocean,23000.49496
Air,45660.44
Ocean,43455
Air,182768.16
Air,9490.95
Air,88185.96
Air,1825.6
Ocean,87713.2406
Air,46620
Air,3356.175
Ocean,29631
Ocean,40338.7965
Air,53379.15
Air,32645.8
Ocean,50387.4
Ocean,30627.3
Air,10420.8
Ocean,127166.2686
Air,6580.5
Air,26940.65
Ocean,182025.2
Ocean,18078.45
Air,94342.68
Air,39976.3
Air,81905.92
Ocean,45506.055
Air,15368
Air,40873.25
Ocean,25986.9
Ocean,5678.4
Ocean,29582.08105
Air,42399.8
Ocean,54835.506
Air,141540.85
Air,100191.976
Air,3926.7
Air,41625
Air,4913.975
Air,119407.2
Air,87823.8
Ocean,8065.77
Air,87544.44
Air,93950.34
Air,60946.92
Air,15454.9
Air,26101.9
Air,36842.85
Ocean,24919.461
Air,9486.81
Ocean,38872
Air,51732.75
Air,34010.76
Ocean,29683.5
Air,10044.5001
Air,87481.83
Air,32389
Ocean,13245.5
Air,184222.53
Ocean,114750.7758
Air,25979.9
Air,109348.02
Air,90007.98921
Air,30115.8
Ocean,60054.81
Ocean,1275
Air,90189.975
Air,32482.5
Air,10356.67846
Air,50000.1921
Air,18315
Air,5538
Ocean,1935
Ocean,52656
Ocean,18577.9815
Air,186121.52
Ocean,30492.75
Ocean,102543
Ocean,25188.8
Air,5712.85
Air,424.55
Air,31069.5
Ocean,20037.72
Air,90007.34
Air,100710.21
Air,45365
Ocean,28961.823
Air,28375.75
Ocean,115277.9616
Ocean,101545.32
Ocean,507.36
Air,52758
Air,23174.4
Air,9485.775
Air,100775.67
Air,20713.8
Ocean,23052
Air,50704.5
Air,188511.04
Air,51098.6
Air,5027.68
Air,36524.74301
Air,140913.15
Air,50769.6
Ocean,59713.5
Air,23550.15
Air,103366.76
Ocean,10455.24
Ocean,50452.24
Ocean,8096.4
Ocean,10833.25
Air,30294
Air,5899.15
Ocean,75532.5
Ocean,30136.6
Air,10015.5
Air,50532.16
Ocean,18409
Air,39767
Air,199889.6448
Air,28013.20777
Air,160651.97
Ocean,187246
Ocean,131624.4
Air,131275.9251
Air,30657
Air,175499.2
Air,176470.0157
Air,56246.20358
Ocean,10987.5
Ocean,186944.8
Air,187812.031
Air,187499.0547
Air,131655.4341
Ocean,105824.07
Air,106183.9437
Ocean,101695
Air,101326.2501
Ocean,83950.7
Air,84241.44302
Air,116269.9183
Air,65142
Ocean,74600
Air,74558.73396
Ocean,35463.7
Air,90002.868
Ocean,150915.6
Air,151333.6641
Ocean,91244.2
Ocean,93100
Ocean,186141.6
Air,186376.9383
Air,75266.1006
Ocean,91244.2
Ocean,93100
Air,93873.63577
Ocean,93100
Ocean,50310
Air,50644.17064
Ocean,93006.9
Ocean,141219
Air,187654.5
Air,187581.1775
Air,125007.6027
Air,37839.41073
Ocean,72862.4
Air,72793.33218
Air,20191.32792
Ocean,60522
Air,40233.34002
Air,61676
Air,61230.54944
Air,50960.29021
Ocean,27663.5
Air,27588.86864
Ocean,125540.16
Air,125935.4645
Air,199403.98
Air,27718.71
Air,18780
Ocean,10017.65
Ocean,22186.575
Air,90375.84252
Air,16118.15
Ocean,40504.4
Air,11292.055
Air,49827.70906
Ocean,20530.9
Air,46950
Air,10417.85
Air,9744
Ocean,139606.2
Air,49849.254
Air,2176.25
Air,90910
Air,83139.06
Ocean,89700
Ocean,17492
Air,90820
Ocean,32392.5
Ocean,35453.04
Air,15844.5
Air,75589.5
Ocean,15492.6
Air,35084.43
Air,125547.5394
Ocean,100600.65
Ocean,12031.5
Air,4681.35
Ocean,1569.6
Air,51836.4
Air,52631.1
Air,32901.4
Air,9718.65
Ocean,10000.8532
Ocean,20448.48
Air,60427.8
Air,31151.25
Ocean,37482.75
Air,10375.95
Ocean,69920.5
Air,5422.95
Ocean,15747
Air,128415
Air,18132
Air,79530.96
Air,10508.965
Air,189581.22
Air,16344
Ocean,30416.4
Ocean,30838
Ocean,83850.3
Air,85350.55
Ocean,91043
Ocean,69920.5
Ocean,134326.7
Air,28355.85
Ocean,40482
Ocean,15501.15
Ocean,5557.0515
Ocean,3035.3004
Ocean,91043
Air,15293.25
Air,43561.3
Air,102980.34
Air,46390
Ocean,91043
Ocean,150743.4
Air,140119.35
Ocean,40700
Ocean,118296.9576
Air,10498.8
Ocean,18593.5
Ocean,28173.59185
Ocean,136412.8776
Ocean,12475.25
Ocean,150725.26
Air,93412.9
Air,15555
Air,136639.38
Air,90700
Ocean,118296.9576
Ocean,615.51
Air,100765.43
Ocean,22715
Air,34632.9
Air,10467.6
Air,15212.75
Air,25491
Air,43228
Air,93304.2
Air,104688.99
Air,101706
Ocean,30220.35
Ocean,10833.624
Air,25479
Ocean,50792
Air,31496.7
Ocean,17862
Ocean,27078
Air,142467.6
Air,25353.45
Air,23003.445
Air,101101
Air,20486.939
Ocean,33451.8
Air,30688
Ocean,60888
Air,30508.17
Air,85193.26
Air,37442.25
Air,40831.65
Air,40017.25
Air,10415.54325
Air,46200
Air,100358.44
Ocean,90172.6016
Air,5563.2
Ocean,22006.74
Ocean,8461
Air,174414.88
Air,27078
Air,37944
Air,142788.25
Air,35708.75
Air,50432.85
Air,5074.38
Air,40889.2
Ocean,30511.8
Ocean,173327.5
Air,20474.65
Air,28083
Ocean,174194
Air,10125.92
Air,28712.2
Air,94775.26
Air,160039.6
Air,100926.84
Ocean,13170
Ocean,174107.25
Ocean,15000.096
Ocean,154898
Air,20670.1
Air,100793.28
Air,91244.2
Air,190498.96
Air,92791.65
Air,142260.8
Air,34796
Air,90700
Air,20369.6946
Ocean,105344.1
Air,128868.42
Air,14080.2
Air,66052
Air,28650.4
Air,160039.6
Air,45180
Air,85811.8
Ocean,8046.5
Air,189013.04
Ocean,10360.72253
Air,85821.86
Air,15455.28
Air,118164.48
Air,36880
Air,9977.2128
Air,101147.8245
Air,15045.436
Air,45874.2
Air,10399.9377
Air,10837.2
Ocean,5076.6
Ocean,108639.72
Air,10389.5
Air,160039.6
Ocean,20151
Air,56912.35
Ocean,93364.5
Air,66334.3
Ocean,70842.6
Ocean,24557.8328
Air,86173.96
Ocean,15671.25
Ocean,36369
Air,45874.2
Ocean,119475.1312
Ocean,43303.75
Ocean,59310.25
Air,96480
Ocean,87998.7434
Ocean,10451.9496
Ocean,50506.75
Air,129792.96
Air,467.85
Air,97724.15436
Ocean,23571.6
Air,199948.0783
Ocean,122729.74
Air,123687.9837
Ocean,20497.5
Ocean,90300
Air,90175.84811
Air,76700.83762
Ocean,123587.4
Air,122414.2104
Air,50560.5
Ocean,50724.97846
Ocean,87994.82
Air,88060.88137
Air,20696.1
Air,66185
Air,66080.98396
Ocean,130855.12
Ocean,130855.12
Ocean,164500
Air,165217.065
Air,31051.85
Ocean,65511.87
Ocean,100561.2
Air,101260.3905
Ocean,58462.8
Air,58106.93678
Air,95475
Ocean,135960
Air,135938.5052
Air,135387.8008
Air,20543.61251
Air,27407.5
Ocean,65463.625
Air,65515.76765
Air,35107.33382
Ocean,174194
Air,173095.1894
Air,47840.0594
Air,27787.5
Air,27868.5908
Ocean,40860
Air,40740.96205
Air,30535.88823
Ocean,50492.05
Ocean,20457.4
Ocean,102662.56
Air,103230.3544
Air,59469.53884
Ocean,21531.45
Air,21518.81996
Ocean,40495
Air,41717.5
Ocean,144480
Air,144979.6139
Air,65919.68765
Air,46820.38826
Ocean,144480
Air,144890.8146
Air,42511.95819
Air,104626.3812
Air,191367.45
Air,191993.6874
Ocean,40276.95
Ocean,103964
Ocean,149403.65
Air,150005.2268
Air,182025.2
Ocean,181830.0066
Ocean,103964
Air,28230.94751
Ocean,10530
Ocean,36713.25
Air,36580.746
Air,86828.32094
Ocean,103964
Ocean,121458
Air,122071.4897
Ocean,31455.55
Ocean,100539
Air,199488.54
Air,16614
Air,35883
Ocean,17077.23
Air,10869.895
Air,10843.2
Air,9468.9
Air,20560.15
Air,10327.9
Air,10812.01
Ocean,18583.25
Air,9552.9
Air,100654.8
Ocean,44339
Ocean,29838.816
Air,52019
Air,5935.98
Air,67221.75
Ocean,50764
Air,23169.3
Ocean,9467.895
Ocean,117695.3553
Air,2183.5
Ocean,190350.6
Air,40597.8
Air,9723
Ocean,35559
Ocean,22689.225
Air,16462.155
Air,20396.25
Air,32225.50385
Air,33040
Air,55796.34
Ocean,30736.25
Ocean,10637.5
Air,12354
Air,2863.95
Air,25466.74
Ocean,45378.45
Air,50830.59977
Air,9610.70985
Air,55355.2
Ocean,9628.332
Air,50053.7485
Air,68848.45
Air,57686.75
Air,56712.7
Air,9393.3
Air,20552.61
Air,56230.4
Air,68460
Air,130081.5
Air,25086.94
Air,104574.6
Ocean,20057.96
Ocean,13614
Ocean,20021.84
Air,28091.96
Air,10023.36
Air,26798.77666
Air,55484.55
Ocean,186089.04
Air,15014.26571
Air,92513.07327
Air,75750.57
Ocean,18829.25
Air,77676.375
Air,186693.56
Air,20812
Ocean,15929
Air,34087.5
Air,8336.25
Air,153106.21
Air,50971.2
Air,114340.86
Air,999.0379
Ocean,40759.5
Air,86204.14
Air,18222
Ocean,141112.2
Air,138009.84
Air,106019.46
Air,9517.175
Ocean,72617.5
Air,20893.4
Air,144189.76
Ocean,21551
Ocean,131775
Ocean,46521.2
Ocean,46384.25
Air,25453.415
Air,70398.74
Ocean,131775
Ocean,113092.4
Air,50689.45
Air,13251
Air,7541.1
Air,20375.55
Air,18797.47603
Ocean,71558.91456
Ocean,9872.5
Ocean,113092.4
Ocean,37057.5
Air,190398.56
Air,7331.49
Air,20801.2
Ocean,5628.384
Ocean,40077.28
Air,92079.18
Air,47375
Air,31013.4
Air,83890.34
Air,20558.72
Ocean,94800
Ocean,10972.2366
Ocean,188800
Ocean,130125.3
Ocean,94800
Ocean,10972.2366
Air,54819.05
Ocean,33397.5
Ocean,19824
Air,19312.15
Air,70320.74654
Air,16735.35
Ocean,11800
Air,20909.3
Air,86513.28
Ocean,12810
Air,73688.96
Air,145213.89
Ocean,94900
Ocean,40747.5
Air,91240
Air,94570
Air,139832.1
Air,91374.98
Ocean,25058.9
Air,10580
Ocean,64690.8
Ocean,100037.7
Ocean,20434.5
Ocean,12026.88
Ocean,5535.258
Ocean,100821.6
Air,8699.15
Ocean,26626.5
Ocean,5573.75
Air,5687.4
Air,11417.03
Air,25724.1
Ocean,10522.5
Air,55795.97
Air,25727.67
Air,91193.9
Air,20592
Air,27815.775
Air,9490
Air,77139
Air,189468.48
Air,85208.2
Air,10529.4
Air,13041
Air,9490.95
Air,40715.71
Air,5440.8
Ocean,22414.5
Ocean,9891
Air,9485.775
Ocean,38657.25
Air,15822
Air,95157.54
Air,143843.15
Air,91385.04
Ocean,94765.2
Air,14189.54
Ocean,91445.4
Ocean,15719.85
Air,14137.35
Air,95480
Ocean,121237.5
Ocean,25033.92
Air,20489.58797
Ocean,39467.1
Air,25720.8
Air,61930.25
Air,20431.95
Ocean,45904.5
Air,85900
Air,82422
Ocean,25019.856
Air,20488.75
Air,20431.95
Ocean,1000.7576
Ocean,53466.5
Air,17484
Ocean,27450
Air,19321.25
Air,40752.8
Air,30512
Air,36207
Air,35112
Ocean,20008.384
Air,95690
Ocean,30508.5
Air,151131.7
Ocean,31683.75
Ocean,10000.33839
Air,92906.88
Air,6663.3
Ocean,82274.4
Air,68280
Air,94875.86
Air,37016
Air,191764
Ocean,8967.65
Ocean,18634.5
Air,50378.91306
Air,10472.508
Air,45919.65
Ocean,93261.9
Air,7912.17
Air,95500
Ocean,100558
Ocean,13387.5
Air,72402.98
Air,6011.94
Ocean,94657.8598
Air,100695
Air,50341.98
Ocean,18398.75
Air,135292
Air,20556
Ocean,40783.6
Air,50742.65
Ocean,54058.5
Ocean,51878.75
Ocean,18300
Air,9554.085
Air,192471.3
Air,5521.72
Air,30142.56
Ocean,16380.5
Ocean,50362.4
Air,183792.24
Ocean,14440.7145
Air,27934.14
Air,9419.55
Air,99462.58
Air,25327.5
Air,32042.75
Ocean,50529.25
Ocean,8009.5461
Ocean,10097
Air,67362.75
Ocean,85542.37191
Ocean,114666.8
Air,10052.64
Air,20585.25
Air,87179.96
Air,20435.22
Air,6461.28
Air,87230.26
Air,30100.3792
Air,18837.995
Air,44685
Air,104789.34
Air,18757.5
Air,94071.06
Air,27970.56
Air,25847.25
Ocean,45323.75
Ocean,9607.5
Air,50060.16
Air,86920
Ocean,137250
Ocean,60000.6402
Ocean,183732
Ocean,10000.4556
Air,20586.585
Air,86319
Air,100269.96
Air,9600.66
Air,86220
Ocean,9171
Air,27751.95
Air,136420
Ocean,41632.5
Air,93454.95
Air,60523.2
Air,5508.6
Air,61030
Air,26217.8
Air,136389.6
Ocean,32525.5
Ocean,112574
Air,13093.5
Ocean,36401.4
Air,92962.5
Air,28944.795
Air,18928
Ocean,112692
Air,52967.75
Air,90238.2
Air,13197
Ocean,135660
Ocean,72395.323
Ocean,20442.925
Ocean,46207.5
Air,10367.9167
Air,25310.15
Air,69251.52
Air,10563.63
Air,91810
Air,185692.6426
Ocean,42350
Air,10147.5
Air,5283.315
Air,33874.1
Ocean,55774.0185
Air,25728
Ocean,30415.91
Air,17692
Air,30300.6
Air,33877.65
Air,13200
Air,11461.25
Air,95374.5
Ocean,14019.75
Air,11133.6
Air,96264.55077
Ocean,93055
Ocean,41359.5
Ocean,100640.295
Air,21728.55
Ocean,92049
Ocean,100543.8225
Air,20586
Air,100854.08
Ocean,32908.5
Air,9785.925
Air,15816.5
Ocean,38792.6
Ocean,10624.8
Air,16087.75
Air,9414
Air,40194.24
Air,51072
Air,101530.8
Air,19019.9
Air,187614.36
Air,9424
Air,181297.4331
Air,34376
Air,10544.4
Ocean,45750
Air,103312.5
Air,11679.02015
Ocean,128537.1
Air,35757.75
Air,91400
Air,25670.71
Ocean,19846.2
Ocean,15435
Air,101878.5
Air,60190
Air,32725
Ocean,50000.4255
Air,5711.55
Air,120002.1
Ocean,13291.25
Air,2678.145
Ocean,171500
Air,15120.6
Air,23694.6
Air,15843.51649
Air,46655
Air,20536.62
Ocean,60865
Ocean,12862.5
Air,10080.4
Air,93467.46
Ocean,15035.43
Ocean,7460.25
Air,75661.6
Ocean,27705
Ocean,86176.475
Air,38916.26
Air,10626
Air,84167.4
Air,51931.35
Ocean,69133.2
Ocean,30437.55
Air,134932.75
Air,23050
Air,89600
Ocean,27567.225
Ocean,16852
Air,10619.71739
Ocean,100785.6
Air,50644.08
Air,6429.75
Air,86365.1
Ocean,10634.4
Air,183400
Ocean,113405
Air,14833.5
Air,10644
Ocean,73568
Air,11333.75
Ocean,39619.5
Air,157802.12
Air,47020.55
Ocean,15009.48
Air,10206.25
Air,9115
Air,25396.25
Ocean,100825
Ocean,100601.05
Air,126278.1
Ocean,6181
Air,101029.752
Air,104016.48
Ocean,15013.8
Air,18160.95
Air,100879.02
Ocean,48279
Ocean,112341.25
Air,17538
Air,25757.25
Air,151655
Air,100925
Ocean,80465
Ocean,36592.5
Air,101281.642
Air,169615.76
Air,3036.6
Air,178410.8
Air,23652.81705
Air,40650.75
Air,4589
Air,170137.84
Air,87069.3
Air,89413.28
Ocean,20459.4
Ocean,103497.9316
Ocean,5513.55
Air,5379
Ocean,36180
Ocean,10002.398
Air,65184.3
Air,32141.7
Ocean,41292.351
Air,20327.244
Ocean,21491.131
Ocean,2003.876
Ocean,125525.1
Air,13312.5
Air,138371.28
Air,12327.924
Ocean,82516.5
Air,20609.52
Air,32049.5
Air,5106.2
Ocean,13584
Ocean,18240.2
Ocean,3088.9884
Air,47373.545
Air,13593
Air,89630
Air,71019.48
Air,53596.95
Air,14163.9
Air,94278.045
Air,93356.8
Ocean,25215.5
Air,71019.48
Ocean,15813
Ocean,199720.1
Air,49757.51385
Air,18863.0058
Air,56601.89776
Air,27374.07652
Ocean,69472.5
Air,69241.90919
Ocean,107815.5
Air,107692.8176
Air,45306.15345
Ocean,41086.5
Air,41293.97691
Air,17041.3742
Air,102094.0017
Ocean,53270.25
Air,30647.5
Ocean,101893
Ocean,182728
Air,184570.0936
Ocean,46140
Air,46177.38635
Ocean,31503.5
Air,31609.11731
Ocean,180720
Air,53585.55977
Ocean,15840
Air,15924.46922
Ocean,21033.12
Ocean,72560.61
Ocean,127946
Air,100712.4
Air,36855
Air,14999.53382
Air,150880
Air,150735.2758
Ocean,159978
Air,160202.9299
Air,129348.9861
Ocean,17000.5632
Ocean,30518.2
Air,94771.5
Air,9648.45
Ocean,55115.5
Air,90056.5
Air,90387.03892
Ocean,57017.75
Ocean,68429.4
Air,68409.3328
Ocean,46005.5
Ocean,18503.1
Ocean,74313.2
Air,74688.78101
Ocean,128763
Air,128696.3144
Air,76770.79564
Air,104254.5708
Ocean,17440
Ocean,72343.5
Ocean,141120
Air,141540.2301
Ocean,69611
Air,104164.4822
Air,23321.85969
Ocean,88550
Air,88696.12889
Air,15053.56
Air,179522.4879
Ocean,86013
Ocean,132693.66
Air,104390.1
Air,104543.2499
Ocean,86013
Ocean,90700
Ocean,111301.74
Air,111142.1127
Ocean,45429.8
Ocean,85150
Air,85203.84651
Ocean,90609.3
Air,90714.31702
Ocean,93100
Air,93641.06441
Air,65736.18551
Ocean,75899.1
Air,76223.93617
Air,28093.08155
Ocean,9131
Ocean,35524
Air,35487.43034
Ocean,35489.35
Air,35542.13127
Air,30538.98962
Ocean,92300.5
Air,37747.58632
Air,26106.48998
Ocean,85208.2
Ocean,133657.5
Air,40716.7
Ocean,18262
Ocean,8506
Ocean,40825
Air,111842.888
Air,51210
Ocean,51222.88076
Ocean,91244.2
Air,90570.67427
Ocean,30299.25
Ocean,77602.92
Air,77747.63805
Air,72324.92792
Ocean,18542.25
Ocean,60499.75
Air,60932.56792
Air,20355.41016
Ocean,106698.8
Ocean,50850
Ocean,53612.9
Air,53285.99614
Ocean,85700
Air,85187.42786
Ocean,60918
Air,60938.23471
Air,41711.79607
Ocean,50477.7
Ocean,160820.1
Air,160203.3086
Air,50913.78995
Ocean,20344.08
Air,98091.92402
Air,42281.46581
Ocean,90992.7
Air,91516.857
Ocean,56764.5
Air,56778.25889
Air,70111.6
Air,26599.40333
Ocean,30051.06
Air,22655
Ocean,18398.75
Ocean,100580.4
Air,15504.72
Ocean,25578.75
Ocean,136240.4406
Ocean,9080
Air,100221.9
Ocean,100011
Ocean,84582
Air,116028.22
Air,27285
Ocean,19283
Ocean,121293.45
Ocean,22835.25
Air,1899.3415
Air,13486.095
Ocean,10498.05
Ocean,90387
Ocean,80577.9
Air,100281.02
Ocean,51939.25
Air,11584.35
Air,3526.78
Air,105727.0239
Ocean,16464.6482
Ocean,51080.75
Ocean,20935.625
Air,186322.32
Air,105727.0239
Air,136413.48
Ocean,15706.25
Air,9336
Air,27724.5
Air,25140.285
Ocean,25077.78
Ocean,89550
Air,10514.24
Air,3053.75
Air,25143.1425
Ocean,90659.25
Ocean,25077.78
Air,22402.4895
Ocean,77682
Air,55494
Air,91546.3
Ocean,50461.425
Ocean,15505.2
Air,45455
Air,45222.75
Air,80168.8
Air,60690.42
Air,5183.01
Air,106260.93
Ocean,18552.5
Ocean,63306.039
Air,139143.5
Air,53633.25
Air,6072.88
Air,18985.05
Air,129259.98
Ocean,35472.918
Air,10414.915
Ocean,131700
Ocean,91501.9372
Air,15375.776
Air,30307.2
Ocean,4721.75
Air,15492.96
Air,44905
Air,25844.95
Air,20215.72
Ocean,24352.5
Ocean,81234
Air,8477
Air,74784.576
Ocean,25004.292
Ocean,11771.5
Air,30626.019
Air,13470.915
Ocean,61432
Air,12373.725
Ocean,190889.7292
Air,26488.8
Air,91234.14
Air,5447
Ocean,87685
Air,105718.5
Ocean,190889.7292
Ocean,34669.25
Air,44611.7
Air,20683.25
Air,32092
Air,30643.434
Air,110716.4
Air,51620
Ocean,15403.7
Ocean,82719
Ocean,136375.6794
Air,25860.9
Air,2253.75
Air,11832.08
Air,51140.5
Ocean,70208
Ocean,181300
Ocean,30537.5
Ocean,9230
Ocean,181300
Ocean,12727.5
Air,9278
Ocean,9518.25
Ocean,12727.5
Ocean,7016.8
Ocean,25261.5
Air,29348.45
Air,104028.44
Air,25860.9
Air,2737.2
Ocean,91043
Air,60514.4
Ocean,88779.5
Ocean,182590.452
Ocean,34728.75
Ocean,50344.05
Air,55146
Ocean,26611.25
Air,5559.12
Air,4612.5
Air,131181.19
Air,20472.66
Ocean,20085.59
Ocean,47977.02
Ocean,15069.705
Ocean,91646.6
Air,26328.3
Ocean,69114.5
Air,100991.275
Air,10544.35
Air,31582.6
Air,32844
Air,91622.04
Ocean,150744.36
Ocean,50447.85
Air,145335
Ocean,42486
Ocean,172386.8
Air,20327.637
Air,33519.8
Air,50904.6
Air,20338.164
Air,12266.1
Air,88105.48
Ocean,20085.59
Air,25734.8
Ocean,92250
Air,15843.15
Air,11823.5
Ocean,20041.735
Air,18286
Ocean,180318.4
Ocean,175198
Air,8600
Air,85990
Air,25459.1
Air,92320.62
Ocean,60885
Air,70709.73
Air,10531.2
Ocean,88276.5
Air,92300.5
Air,10099.1
Air,45275
Ocean,43818.75
Ocean,97217.4
Air,101120.25
Ocean,30645.69
Ocean,90759.15
Air,50613.91
Air,70709.73
Air,20510.8
Air,4025.92
Ocean,20532.1
Air,18392
Air,193876.2
Ocean,20532.1
Ocean,72993.2
Ocean,19865.4
Ocean,4151
Ocean,20532.1
Ocean,50847.5
Ocean,132993.8
Ocean,50318.25
Air,4034.66
Ocean,20532.1
Ocean,91700
Ocean,14095.7
Ocean,50318.25
Ocean,20788.25
Ocean,6844.5
Air,15336.328
Air,50519.5
Air,70734.56
Ocean,5496.425
Ocean,60475.2
Ocean,18624.25
Air,45206.8421
Ocean,4834.5
Air,25094.696
Ocean,104379.3
Ocean,14081.75
Ocean,45935
Ocean,14081.75
Air,28826.43
Air,10512
Ocean,130551.45
Air,90500
Air,30291
Air,8401.305
Air,44404.65
Air,100987.8
Air,9843.72975
Air,23602.8
Air,26754.6
Ocean,12796.5
Air,96113.24
Air,42464.44
Air,105022.6
Ocean,62451.5
Ocean,45879.25
Ocean,28885.5
Ocean,48669.985
Air,20506.98
Air,32760.75
Ocean,21840
Air,95380
